A,30,1,1,"0,525"
B,30,1,1,"0,497"
C,30,1,2,"1,115"
D,30,1,2,"1,11"
E,30,1,3,"1,115"
F,30,1,3,"1,046"
A,30,5,1,"0,534"
B,30,5,1,"0,513"
C,30,5,2,"1,109"
D,30,5,2,"1,109"
E,30,5,3,"1,124"
F,30,5,3,"1,045"
A,45,1,1,"0,605"
B,45,1,1,"0,519"
C,45,1,2,"1,053"
D,45,1,2,"1,054"
E,45,1,3,"0,974"
F,45,1,3,"1,786"
A,45,5,1,"0,609"
B,45,5,1,"0,521"
C,45,5,2,"1,062"
D,45,5,2,"1,047"
E,45,5,3,"0,974"
F,45,5,3,"1,769"
